# Mastin&al:2009a
# Preliminary spreadsheet of eruption source parameters for volcanoes of the world.
# Open-File Report, U.S. Geological Survey, 2009. Number 2009-1133.
# L.G. Mastin, M. Guffanti, J.E. Ewert and J. Spiegel.
# http://pubs.usgs.gov/of/2009/1133
#NUMBER,RN,SN,VN,NAME,LOCATION,STATUS,LATITUDE,NS,VF,LONGITUDE,EW,ELEV,TYPE,TIMEFRAME,ERUPTION TYPE
1900-01=,19,00,-01-,Buckle_Island,Antarctica,Historical,66.78,S,,163.25,E,1239,Stratovolcano,D3,M0
1900-021,19,00,-021,Royal_Society_Range,Antarctica,Holocene?,78.25,S,*,163.33,E,3000,Cinder cones,?,M0
1900-022,19,00,-022,Berlin,Antarctica,Ar/Ar,76.05,S,,136.00,W,3478,Shield volcanoes,D7,S0
1900-023,19,00,-023,Andrus,Antarctica,Holocene?,75.80,S,,132.33,W,2978,Shield volcanoes,?,S0
1900-024,19,00,-024,Waesche,Antarctica,Holocene?,77.17,S,,126.88,W,3292,Shield volcanoes,?,M0
1900-025,19,00,-025,Siple,Antarctica,Holocene?,73.43,S,,126.67,W,3110,Shield volcano,?,M0
1900-026,19,00,-026,Toney_Mountain,Antarctica,Holocene?,75.80,S,,115.83,W,3595,Shield volcano,?,M0
1900-027,19,00,-027,Takahe,Antarctica,Ice Core,76.28,S,,112.08,W,3460,Shield volcano,D7,S0
1900-028,19,00,-028,Hudson_Mountains,Antarctica,Uncertain,74.33,S,*, 99.42,W,749,Stratovolcanoes,?,M0
1900-029,19,00,-029,Peter_I_Island,Antarctica,Holocene,68.85,S,, 90.58,W,1640,Shield volcano,U,M0
1900-02=,19,00,-02-,Erebus,Antarctica,Historical,77.53,S,,167.17,E,3794,Stratovolcano,D1,S1
1900-031,19,00,-031,Penguin_Island,Antarctica,Lichenometry,62.10,S,, 57.93,W,180,Stratovolcano,D2,S0
1900-03=,19,00,-03-,Deception_Island,Antarctica,Historical,62.97,S,, 60.65,W,576,Caldera,D2,S2
1900-041,19,00,-041,Paulet,Antarctica,Holocene,63.58,S,, 55.77,W,353,Cinder cone,U,M0
1900-04=,19,00,-04-,Bridgeman_Island,Antarctica,Uncertain,62.05,S,, 56.75,W,240,Stratovolcano,?,S0
1900-05=,19,00,-05-,Seal_Nunataks_Group,Antarctica,Uncertain,65.03,S,*, 60.05,W,368,Pyroclastic cones,?,M0
1900-07=,19,00,-07-,Thule_Islands,Antarctica,Historical,59.45,S,, 27.37,W,1075,Stratovolcanoes,D2,S0
1900-081,19,00,-081,Montagu_Island,Antarctica,Historical,58.42,S,, 26.33,W,1370,Shield volcano,D1,S0
1900-08=,19,00,-08-,Bristol_Island,Antarctica,Historical,59.03,S,, 26.58,W,1100,Stratovolcano,D2,S1
1900-09=,19,00,-09-,Michael,Antarctica,Historical,57.78,S,, 26.45,W,990,Stratovolcano,D1,S1
1900-10=,19,00,-10-,Candlemas_Island,Antarctica,Historical,57.08,S,, 26.67,W,550,Stratovolcano,D2,S0
1900-11=,19,00,-11-,Hodson,Antarctica,Holocene,56.70,S,, 27.15,W,1005,Stratovolcano,U,S0
1900-12=,19,00,-12-,Leskov_Island,Antarctica,Fumarolic,56.67,S,, 28.13,W,190,Stratovolcano,U,S0
1900-13=,19,00,-13-,Zavodovski,Antarctica,Historical,56.30,S,, 27.57,W,551,Stratovolcano,D3,S0
1900-14-,19,00,-14-,Protector_Shoal,Antarctica,Historical,55.92,S,, 28.08,W,-27,Submarine volcano,D2,S0
