# Mastin&al:2009a
# Preliminary spreadsheet of eruption source parameters for volcanoes of the world.
# Open-File Report, U.S. Geological Survey, 2009. Number 2009-1133.
# L.G. Mastin, M. Guffanti, J.E. Ewert and J. Spiegel.
# http://pubs.usgs.gov/of/2009/1133
#NUMBER,RN,SN,VN,NAME,LOCATION,STATUS,LATITUDE,NS,VF,LONGITUDE,EW,ELEV,TYPE,TIMEFRAME,ERUPTION TYPE
0803-23=,08,03,-23-,Akita_Komaga_take,Honshu-Japan,Historical,39.758,N,,140.803,E,1637,Stratovolcanoes,D2,S1
0803-24=,08,03,-24-,Iwate,Honshu-Japan,Historical,39.850,N,,141.004,E,2041,Complex volcano,D2,S0
0803-25=,08,03,-25-,Hachimantai,Honshu-Japan,Radiocarbon,39.955,N,,140.857,E,1614,Stratovolcano,D7,S0
0803-262,08,03,-262,Megata,Honshu-Japan,Tephrochronology,39.95,N,,139.73,E,291,Maars,D7,M0
0803-26=,08,03,-26-,Akita_Yake_yama,Honshu-Japan,Historical,39.961,N,,140.761,E,1366,Stratovolcano,D2,S0
0803-271,08,03,-271,Towada,Honshu-Japan,Historical,40.47,N,,140.92,E,1159,Caldera,D6,S0
0803-27=,08,03,-27-,Iwaki,Honshu-Japan,Historical,40.653,N,,140.307,E,1625,Stratovolcano,D3,S1
0803-28=,08,03,-28-,Hakkoda_Group,Honshu-Japan,Radiocarbon,40.656,N,,140.881,E,1585,Stratovolcanoes,D5,S0
0803-29=,08,03,-29-,Osore_yama,Honshu-Japan,Historical,41.276,N,,141.124,E,879,Stratovolcano,D4,S0
0804-011,08,04,-011,To_shima,Izu Is-Japan,Tephrochronology,34.517,N,,139.283,E,508,Stratovolcano,D7,S0
0804-01=,08,04,-01-,Oshima,Izu Is-Japan,Historical,34.721,N,,139.398,E,764,Stratovolcano,D2,S1
0804-02=,08,04,-02-,Nii_jima,Izu Is-Japan,Historical,34.393,N,,139.273,E,432,Lava domes,D6,S0
0804-03=,08,04,-03-,Kozu_shima,Izu Is-Japan,Historical,34.216,N,,139.156,E,572,Lava domes,D6,S0
0804-041,08,04,-041,Mikura_jima,Izu Is-Japan,Tephrochronology,33.871,N,,139.605,E,851,Stratovolcano,D7,S0
0804-042,08,04,-042,Kurose_Hole,Izu Is-Japan,Holocene?,33.40,N,,139.68,E,-107,Submarine volcano,?,U0
0804-04=,08,04,-04-,Miyake_jima,Izu Is-Japan,Historical,34.079,N,,139.529,E,815,Stratovolcano,D1,M2
0804-05=,08,04,-05-,Hachijo_jima,Izu Is-Japan,Historical,33.13,N,,139.769,E,854,Stratovolcanoes,D5,M0
0804-061,08,04,-061,Myojin_Knoll,Izu Is-Japan,Holocene?,32.10,N,,139.85,E,360,Submarine volcano,?,S0
0804-06=,08,04,-06-,Aoga_shima,Izu Is-Japan,Historical,32.454,N,,139.762,E,423,Stratovolcano,D4,S0
0804-07=,08,04,-07-,Bayonnaise_Rocks,Izu Is-Japan,Historical,31.88,N,,139.92,E,11,Submarine volcano,D2,S1
0804-08=,08,04,-08-,Smith_Rock,Izu Is-Japan,Historical,31.436,N,,140.054,E,136,Submarine volcano,D2,S0
0804-091,08,04,-091,Sofugan,Izu Is-Japan,Uncertain,29.789,N,,140.345,E,99,Stratovolcano,?,M0
0804-093,08,04,-093,Suiyo_Seamount,Izu Is-Japan,Fumarolic,28.60,N,,140.63,E,-1418,Submarine volcano,U,U0
0804-094,08,04,-094,Mokuyo_Seamount,Izu Is-Japan,Fumarolic,28.32,N,,140.57,E,-920,Submarine volcano,U,U0
0804-095,08,04,-095,Doyo_Seamount,Izu Is-Japan,Fumarolic,27.68,N,,140.80,E,-860,Submarine volcano,U,U0
0804-096,08,04,-096,Nishino_shima,Volcano Is-Japan,Historical,27.274,N,,140.882,E,38,Caldera,D2,S0
0804-097,08,04,-097,Kaikata_Seamount,Volcano Is-Japan,Fumarolic,26.67,N,,141.00,E,-162,Submarine volcano,U,U0
0804-09=,08,04,-09-,Tori_shima,Izu Is-Japan,Historical,30.480,N,,140.306,E,394,Stratovolcano,D1,M0
0804-101,08,04,-101,Unnamed,Volcano Is-Japan,Uncertain,26.13,N,,144.48,E,-3200,Submarine volcano ?,?,U0
0804-10=,08,04,-10-,Kaitoku_Seamount,Volcano Is-Japan,Historical,26.122,N,,141.102,E,-103,Submarine volcano,D2,U0
0804-11=,08,04,-11-,Kita_Iwo_jima,Volcano Is-Japan,Historical,25.424,N,,141.284,E,792,Stratovolcano,D2,M0
0804-121,08,04,-121,Kita_Fukutokutai,Volcano Is-Japan,Historical,24.414,N,,141.419,E,-73,Submarine volcano,D2,U0
0804-12=,08,04,-12-,Ioto_Iwo_jima,Volcano Is-Japan,Historical,24.754,N,,141.290,E,161,Caldera,D1,S1
0804-131,08,04,-131,Minami_Hiyoshi,Volcano Is-Japan,Historical,23.497,N,,141.940,E,-30,Submarine volcano,D2,M0
0804-132,08,04,-132,Nikko,Volcano Is-Japan,Fumarolic,23.075,N,,142.308,E,-391,Submarine volcano,U,U0
0804-133,08,04,-133,Fukujin,Volcano Is-Japan,Historical,21.93,N,,143.47,E,-217,Submarine volcano,D2,U0
0804-134,08,04,-134,Kasuga,Volcano Is-Japan,Historical,21.765,N,,143.710,E,-598,Submarine volcano,D2,U0
0804-135,08,04,-135,Minami_Kasuga,Volcano Is-Japan,Holocene,21.60,N,,143.637,E,-274,Submarine volcano,U,U0
0804-136,08,04,-136,NW_Eifuku,Volcano Is-Japan,Fumarolic,21.485,N,,144.043,E,-1535,Submarine volcano,U,U0
0804-137,08,04,-137,Daikoku,Volcano Is-Japan,Fumarolic,21.324,N,,144.194,E,-323,Submarine volcano,U,U0
0804-138,08,04,-138,Unnamed,Mariana Is-C Pacific,Uncertain,21.00,N,,142.90,E,,Submarine volcano ?,?,U0
0804-139,08,04,-139,Unnamed,Mariana Is-C Pacific,Uncertain,20.30,N,,143.20,E,,Submarine volcano ?,?,U0
0804-13=,08,04,-13-,Fukutoku_Okanoba,Volcano Is-Japan,Historical,24.28,N,,141.485,E,-14,Submarine volcano,D1,S1
0804-141,08,04,-141,Ahyi,Mariana Is-C Pacific,Seismicity,20.42,N,,145.03,E,-137,Submarine volcano,D1,U0
0804-142,08,04,-142,Supply_Reef,Mariana Is-C Pacific,Hydrophonic,20.13,N,,145.10,E,-8,Submarine volcano,D2,S0
0804-143,08,04,-143,Maug_Islands,Mariana Is-C Pacific,Fumarolic,20.02,N,,145.22,E,227,Stratovolcano,U,M0
0804-14=,08,04,-14-,Farallon_de_Pajaros,Mariana Is-C Pacific,Historical,20.538,N,,144.896,E,360,Stratovolcano,D2,S1
0804-15=,08,04,-15-,Asuncion,Mariana Is-C Pacific,Historical,19.671,N,,145.406,E,857,Stratovolcano,D2,S0
0804-16=,08,04,-16-,Agrigan,Mariana Is-C Pacific,Historical,18.77,N,,145.67,E,965,Stratovolcano,D2,M0
0804-17=,08,04,-17-,Pagan,Mariana Is-C Pacific,Historical,18.13,N,,145.80,E,570,Stratovolcanoes,D1,M2
0804-18=,08,04,-18-,Alamagan,Mariana Is-C Pacific,Radiocarbon,17.60,N,,145.83,E,744,Stratovolcano,D6,S0
0804-191,08,04,-191,Zealandia Bank,Mariana Is-C Pacific,Fumarolic,16.88,N,,145.85,E,0,Stratovolcano,U,S0
0804-192,08,04,-192,Sarigan,Mariana Is-C Pacific,Holocene,16.708,N,,145.78,E,538,Stratovolcano,U,S0
0804-19=,08,04,-19-,Guguan,Mariana Is-C Pacific,Historical,17.307,N,,145.845,E,287,Stratovolcano,D3,S0
0804-201,08,04,-201,East_Diamante,Mariana Is-C Pacific,Fumarolic,15.93,N,,145.67,E,-127,Submarine volcano,U,U0
0804-202,08,04,-202,Ruby,Mariana Is-C Pacific,Historical,15.62,N,,145.57,E,-230,Submarine volcano,D2,U0
0804-20=,08,04,-20-,Anatahan,Mariana Is-C Pacific,Historical,16.35,N,,145.67,E,790,Stratovolcano,D1,S2
0804-211,08,04,-211,NW_Rota_1,Mariana Is-C Pacific,Historical,14.601,N,,144.775,E,-517,Submarine volcano,D1,U0
0804-21=,08,04,-21-,Esmeralda_Bank,Mariana Is-C Pacific,Fumarolic,15.00,N,,145.25,E,-43,Submarine volcano,U,M0
0804-22-,08,04,-22-,Forecast_Seamount,Mariana Is-C Pacific,Fumarolic,13.40,N,,143.92,E,,Submarine volcano,U,M0
0804-23-,08,04,-23-,Seamount_X,Mariana Is-C Pacific,Fumarolic,13.25,N,,144.02,E,-1230,Submarine volcano,U,M0
0805-011,08,05,-011,E_san,Hokkaido-Japan,Historical,41.802,N,,141.170,E,618,Stratovolcano,D3,S0
0805-01=,08,05,-01-,Oshima_Oshima,Hokkaido-Japan,Historical,41.507,N,,139.371,E,737,Stratovolcano,D4,M0
0805-02=,08,05,-02-,Komaga_take,Hokkaido-Japan,Historical,42.061,N,,140.681,E,1131,Stratovolcano,D1,S2
0805-031,08,05,-031,Niseko,Hokkaido-Japan,Tephrochronology,42.88,N,,140.63,E,1154,Stratovolcanoes,D7,S0
0805-032,08,05,-032,Yotei,Hokkaido-Japan,Tephrochronology,42.830,N,,140.815,E,1898,Stratovolcano,D7,S0
0805-034,08,05,-034,Kuttara,Hokkaido-Japan,Tephrochronology,42.489,N,,141.163,E,581,Stratovolcanoes,D3,S0
0805-03=,08,05,-03-,Usu,Hokkaido-Japan,Historical,42.541,N,,140.843,E,737,Stratovolcano,D1,S0
0805-041,08,05,-041,Rishiri,Hokkaido-Japan,Radiocarbon,45.18,N,,141.25,E,1721,Stratovolcano,D7,S0
0805-04=,08,05,-04-,Shikotsu,Hokkaido-Japan,Historical,42.688,N,,141.380,E,1320,Caldera,D2,S0
0805-05=,08,05,-05-,Tokachi,Hokkaido-Japan,Historical,43.416,N,,142.690,E,2077,Stratovolcanoes,D1,S0
0805-061,08,05,-061,Nipesotsu_Maruyama,Hokkaido-Japan,Historical,43.453,N,,143.036,E,2013,Stratovolcanoes,D3,S0
0805-062,08,05,-062,Shikaribetsu_Group,Hokkaido-Japan,Holocene?,43.312,N,,143.096,E,1401,Lava domes,?,S0
0805-06=,08,05,-06-,Daisetsu,Hokkaido-Japan,Tephrochronology,43.661,N,,142.858,E,2290,Stratovolcanoes,D4,S0
0805-07=,08,05,-07-,Akan,Hokkaido-Japan,Historical,43.384,N,,144.013,E,1499,Caldera,D1,S1
0805-081,08,05,-081,Mashu,Hokkaido-Japan,Radiocarbon,43.570,N,,144.565,E,855,Caldera,D6,S0
0805-082,08,05,-082,Rausu,Hokkaido-Japan,Radiocarbon,44.073,N,,145.126,E,1660,Stratovolcano,D3,S0
0805-08=,08,05,-08-,Kutcharo,Hokkaido-Japan,Tephrochronology,43.608,N,,144.443,E,999,Caldera,D6,S0
0805-09=,08,05,-09-,Shiretoko_Iwo_zan,Hokkaido-Japan,Historical,44.131,N,,145.165,E,1563,Stratovolcano,D2,S0
0900-01=,09,00,-01-,Golovnin,Kuril Is,Historical,43.841,N,,145.509,E,543,Caldera,D3,S0
0900-021,09,00,-021,Smirnov,Kuril Is,Holocene,44.420,N,,146.135,E,1189,Stratovolcano,U,S0
0900-02=,09,00,-02-,Mendeleev,Kuril Is,Historical,43.976,N,,145.736,E,888,Stratovolcano,D3,S0
0900-03=,09,00,-03-,Tiatia,Kuril Is,Historical,44.351,N,,146.256,E,1819,Stratovolcano,D2,M0
0900-041,09,00,-041,Lvinaya_Past,Kuril Is,Radiocarbon,44.608,N,,146.994,E,528,Stratovolcano,D7,S0
0900-04=,09,00,-04-,Berutarube,Kuril Is,Holocene,44.459,N,,146.936,E,1221,Stratovolcano,U,S0
0900-05=,09,00,-05-,Atsonupuri,Kuril Is,Historical,44.805,N,,147.135,E,1206,Stratovolcano,D2,S0
0900-06-,09,00,-06-,Bogatyr_Ridge,Kuril Is,Holocene,44.833,N,,147.342,E,1634,Stratovolcano,U,S0
0900-061,09,00,-061,Unnamed,Kuril Is,Uncertain,45.03,N,,147.208,E,-930,Submarine volcano,?,U0
0900-07=,09,00,-07-,Grozny_Group,Kuril Is,Historical,45.026,N,,147.922,E,1211,Complex volcanoes,D2,S1
0900-08=,09,00,-08-,Baransky,Kuril Is,Historical,45.097,N,,148.024,E,1132,Stratovolcano,D2,S0
0900-091,09,00,-091,Golets_Tornyi_Group,Kuril Is,Holocene?,45.25,N,,148.35,E,442,Pyroclastic cones,?,S0
0900-09=,09,00,-09-,Chirip,Kuril Is,Historical,45.338,N,,147.925,E,1587,Stratovolcanoes,D3,M0
0900-10=,09,00,-10-,Medvezhia,Kuril Is,Historical,45.387,N,,148.843,E,1125,Somma volcano,D2,S0
0900-11-,09,00,-11-,Demon,Kuril Is,Holocene,45.50,N,,148.85,E,1205,Stratovolcano,U,S0
0900-111,09,00,-111,Ivao_Group,Kuril Is,Holocene,45.77,N,,149.68,E,1426,Cinder cones,U,S0
0900-112,09,00,-112,Rudakov,Kuril Is,Holocene?,45.88,N,,149.83,E,542,Stratovolcano,?,S0
0900-113,09,00,-113,Tri_Sestry,Kuril Is,Holocene?,45.93,N,,149.92,E,998,Stratovolcano,?,S0
0900-12=,09,00,-12-,Kolokol_Group,Kuril Is,Historical,46.042,N,,150.05,E,1328,Somma volcanoes,D2,S0
0900-13-,09,00,-13-,Unnamed,Kuril Is,Uncertain,46.10,N,,150.50,E,-100,Submarine volcano ?,?,U0
0900-15=,09,00,-15-,Chirpoi,Kuril Is,Historical,46.525,N,,150.875,E,742,Caldera,D2,S0
0900-16-,09,00,-16-,Unnamed,Kuril Is,Hydrophonic,46.47,N,,151.28,E,-502,Submarine volcano,D2,U0
0900-161,09,00,-161,Milne,Kuril Is,Holocene,46.82,N,,151.78,E,1540,Somma volcano,U,S0
0900-17=,09,00,-17-,Goriaschaia_Sopka,Kuril Is,Historical,46.83,N,,151.75,E,891,Stratovolcano,D2,S0
0900-18=,09,00,-18-,Zavaritzki_Caldera,Kuril Is,Historical,46.925,N,,151.95,E,624,Caldera,D2,S0
0900-191,09,00,-191,Urataman,Kuril Is,Holocene,47.12,N,,152.25,E,678,Somma volcano,U,S0
0900-19=,09,00,-19-,Prevo_Peak,Kuril Is,Historical,47.02,N,,152.12,E,1360,Stratovolcano,D3,M0
0900-20=,09,00,-20-,Ketoi,Kuril Is,Historical,47.35,N,,152.475,E,1172,Stratovolcano,D2,S0
0900-211,09,00,-211,Srednii,Kuril Is,Holocene,47.60,N,,152.92,E,36,Submarine volcano,U,S0
0900-21=,09,00,-21-,Ushishur,Kuril Is,Historical,47.52,N,,152.80,E,401,Caldera,D3,S0
0900-22=,09,00,-22-,Rasshua,Kuril Is,Historical,47.77,N,,153.02,E,956,Stratovolcano,D2,S0
0900-23=,09,00,-23-,Unnamed,Kuril Is,Historical,48.08,N,,153.33,E,-150,Submarine volcano,D2,U0
0900-24=,09,00,-24-,Sarychev_Peak,Kuril Is,Historical,48.092,N,,153.20,E,1496,Stratovolcano,D2,S1
0900-25=,09,00,-25-,Raikoke,Kuril Is,Historical,48.292,N,,153.25,E,551,Stratovolcano,D2,M0
0900-26=,09,00,-26-,Chirinkotan,Kuril Is,Historical,48.98,N,,153.48,E,724,Stratovolcano,D1,S0
0900-27=,09,00,-27-,Ekarma,Kuril Is,Historical,48.958,N,,153.93,E,1170,Stratovolcano,D2,S0
0900-29=,09,00,-29-,Sinarka,Kuril Is,Historical,48.875,N,,154.175,E,934,Stratovolcano,D3,S0
0900-30=,09,00,-30-,Kharimkotan,Kuril Is,Historical,49.12,N,,154.508,E,1145,Stratovolcano,D2,S0
0900-31=,09,00,-31-,Tao_Rusyr_Caldera,Kuril Is,Historical,49.35,N,,154.70,E,1325,Stratovolcano,D2,S0
0900-32=,09,00,-32-,Nemo-Peak,Kuril Is,Historical,49.57,N,,154.808,E,1018,Caldera,D2,S0
0900-331,09,00,-331,Shirinki,Kuril Is,Holocene,50.20,N,,154.98,E,761,Stratovolcano,U,S0
0900-34=,09,00,-34-,Fuss_Peak,Kuril Is,Historical,50.27,N,,155.25,E,1772,Stratovolcano,D3,S0
0900-351,09,00,-351,Lomonosov_Group,Kuril Is,Holocene,50.25,N,,155.43,E,1681,Cinder cones,U,S0
0900-35=,09,00,-35-,Karpinsky_Group,Kuril Is,Historical,50.13,N,,155.37,E,1345,Cones,D2,S0
0900-36=,09,00,-36-,Chikurachki,Kuril Is,Historical,50.325,N,,155.458,E,1816,Stratovolcanoes,D1,M2
0900-37-,09,00,-37-,Vernadskii_Ridge,Kuril Is,Holocene,50.55,N,,155.97,E,1183,Cinder cones,U,S0
0900-38=,09,00,-38-,Ebeko,Kuril Is,Historical,50.68,N,,156.02,E,1156,Somma volcano,D1,S1
0900-39=,09,00,-39-,Alaid,Kuril Is,Historical,50.858,N,,155.55,E,2339,Stratovolcano,D2,M1
1000-001,10,00,-001,Mashkovtsev,Kamchatka,Holocene,51.10,N,,156.72,E,503,Stratovolcano,U,M0
1000-01=,10,00,-01-,Kambalny,Kamchatka,Historical,51.30,N,,156.87,E,2156,Stratovolcano,D6,M0
1000-021,10,00,-021,Yavinsky,Kamchatka,Tephrochronology,51.57,N,,156.60,E,705,Stratovolcano,D7,M0
1000-022,10,00,-022,Diky_Greben,Kamchatka,Radiocarbon,51.45,N,,156.97,E,1070,Lava domes,D6,S0
1000-023,10,00,-023,Kurile_Lake,Kamchatka,Radiocarbon,51.45,N,,157.12,E,81,Caldera,D7,S0
1000-02=,10,00,-02-,Koshelev,Kamchatka,Historical,51.357,N,,156.75,E,1812,Stratovolcano,D5,M0
1000-03=,10,00,-03-,Ilyinsky,Kamchatka,Historical,51.490,N,,157.20,E,1578,Stratovolcano,D2,S0
1000-041,10,00,-041,Kell,Kamchatka,Holocene,51.65,N,,157.35,E,900,Stratovolcanoes,U,M0
1000-042,10,00,-042,Belenkaya,Kamchatka,Holocene,51.75,N,,157.27,E,892,Stratovolcano,U,M0
1000-04=,10,00,-04-,Zheltovsky,Kamchatka,Historical,51.57,N,,157.323,E,1953,Stratovolcano,D2,M0
1000-051,10,00,-051,Ozernoy,Kamchatka,Holocene,51.88,N,,157.38,E,562,Shield volcano,U,M0
1000-052,10,00,-052,Olkoviy_Volc_Group,Kamchatka,Holocene,52.02,N,*,157.53,E,681,Volcanic field,U,M0
1000-053,10,00,-053,Khodutka,Kamchatka,Radiocarbon,52.063,N,,157.703,E,2090,Stratovolcanoes,D7,S0
1000-054,10,00,-054,Piratkovsky,Kamchatka,Holocene,52.113,N,,157.849,E,1322,Stratovolcano,U,S0
1000-055,10,00,-055,Ostanets,Kamchatka,Holocene,52.146,N,,157.322,E,719,Shield volcanoes,U,M0
1000-056,10,00,-056,Otdelniy,Kamchatka,Holocene,52.220,N,*,157.428,E,791,Shield volcanoes,U,M0
1000-057,10,00,-057,Golaya,Kamchatka,Holocene,52.263,N,,157.787,E,858,Stratovolcano,U,M0
1000-058,10,00,-058,Asacha,Kamchatka,Holocene,52.355,N,,157.827,E,1910,Complex volcano,U,M0
1000-059,10,00,-059,Visokiy,Kamchatka,Holocene,52.43,N,,157.93,E,1234,Stratovolcano,U,M0
1000-05=,10,00,-05-,Ksudach,Kamchatka,Historical,51.80,N,,157.53,E,1079,Stratovolcano,D2,S0
1000-06=,10,00,-06-,Mutnovsky,Kamchatka,Historical,52.453,N,,158.195,E,2322,Complex volcano,D1,M1
1000-07=,10,00,-07-,Gorely,Kamchatka,Historical,52.558,N,,158.03,E,1829,Caldera,D2,S0
1000-081,10,00,-081,Unnamed,Kamchatka,Holocene,52.57,N,*,157.02,E,610,Cinder cone,U,M0
1000-082,10,00,-082,Tolmachev_Dol,Kamchatka,Radiocarbon,52.63,N,*,157.58,E,1021,Cinder cones,D6,M0
1000-083,10,00,-083,Vilyuchik,Kamchatka,Tephrochronology,52.70,N,,158.28,E,2173,Stratovolcano,D7,S0
1000-084,10,00,-084,Barkhatnaya_Sopka,Kamchatka,Tephrochronology,52.823,N,,158.27,E,870,Lava domes,D7,M0
1000-085,10,00,-085,Unnamed,Kamchatka,Holocene,52.92,N,,158.52,E,450,Shield volcanoes,U,M0
1000-086,10,00,-086,Unnamed,Kamchatka,Holocene,52.88,N,,158.30,E,700,Shield volcanoes,U,M0
1000-087,10,00,-087,Bolshe_Bannaya,Kamchatka,Holocene,52.90,N,,157.78,E,1200,Lava domes,U,M0
1000-08=,10,00,-08-,Opala,Kamchatka,Historical,52.543,N,,157.335,E,2475,Caldera,D4,M0
1000-09=,10,00,-09-,Koryaksky,Kamchatka,Historical,53.320,N,,158.688,E,3456,Stratovolcano,D1,S0
1000-10=,10,00,-10-,Avachinsky,Kamchatka,Historical,53.255,N,,158.830,E,2741,Stratovolcano,D1,S0
1000-11=,10,00,-11-,Dzenzursky,Kamchatka,Holocene,53.637,N,,158.922,E,2285,Compound volcano,U,S0
1000-121,10,00,-121,Veer,Kamchatka,Tephrochronology,53.75,N,,158.45,E,520,Cinder cones,D6,M0
1000-122,10,00,-122,Kostakan,Kamchatka,Holocene,53.83,N,*,158.05,E,1150,Cinder cones,D6,M0
1000-123,10,00,-123,Bakening,Kamchatka,Tephrochronology,53.905,N,,158.07,E,2278,Stratovolcano,D7,S0
1000-124,10,00,-124,Zavaritsky,Kamchatka,Radiocarbon,53.905,N,,158.385,E,1567,Cinder cones,D7,M0
1000-125,10,00,-125,Akademia_Nauk,Kamchatka,Historical,53.98,N,,159.45,E,1180,Stratovolcanoes,D2,S0
1000-12=,10,00,-12-,Zhupanovsky,Kamchatka,Historical,53.590,N,,159.147,E,2958,Compound volcano,D2,S0
1000-13=,10,00,-13-,Karymsky,Kamchatka,Historical,54.05,N,,159.45,E,1536,Stratovolcano,D1,S1
1000-14=,10,00,-14-,Maly_Semiachik,Kamchatka,Historical,54.13,N,,159.67,E,1560,Caldera,D2,M0
1000-15=,10,00,-15-,Bolshoi_Semiachik,Kamchatka,Radiocarbon,54.32,N,,160.02,E,1720,Stratovolcanoes,D7,M0
1000-16-,10,00,-16-,Taunshits,Kamchatka,Radiocarbon,54.53,N,,159.80,E,2353,Stratovolcano,D7,S0
1000-17=,10,00,-17-,Uzon,Kamchatka,Radiocarbon,54.50,N,,159.97,E,1617,Calderas,D7,S0
1000-18=,10,00,-18-,Kikhpinych,Kamchatka,Radiocarbon,54.487,N,,160.253,E,1552,Stratovolcanoes,D5,M0
1000-19=,10,00,-19-,Krasheninnikov,Kamchatka,Radiocarbon,54.593,N,,160.273,E,1856,Caldera,D5,M0
1000-201,10,00,-201,Schmidt,Kamchatka,Holocene,54.92,N,,160.63,E,2020,Shield volcano,U,M0
1000-20=,10,00,-20-,Kronotsky,Kamchatka,Historical,54.753,N,,160.527,E,3528,Stratovolcano,D2,M0
1000-21=,10,00,-21-,Gamchen,Kamchatka,Tephrochronology,54.973,N,,160.702,E,2576,Complex volcano,D7,M0
1000-221,10,00,-221,Vysoky,Kamchatka,Radiocarbon,55.07,N,,160.77,E,2161,Stratovolcano,D7,S0
1000-22=,10,00,-22-,Komarov,Kamchatka,Radiocarbon,55.032,N,,160.720,E,2070,Stratovolcano,D6,M0
1000-232,10,00,-232,Unnamed,Kamchatka,Holocene?,55.92,N,*,161.75,E,,Cinder cones,?,S0
1000-23=,10,00,-23-,Kizimen,Kamchatka,Historical,55.130,N,,160.32,E,2376,Stratovolcano,D2,S0
1000-241,10,00,-241,Udina,Kamchatka,Holocene,55.755,N,,160.527,E,2923,Stratovolcanoes,U,S0
1000-242,10,00,-242,Zimina,Kamchatka,Holocene,55.862,N,,160.603,E,3081,Stratovolcanoes,U,S0
1000-24=,10,00,-24-,Tolbachik,Kamchatka,Historical,55.830,N,,160.330,E,3682,Shield volcano,D2,M1
1000-251,10,00,-251,Kamen,Kamchatka,Holocene,56.02,N,,160.593,E,4585,Stratovolcano,U,M0
1000-25=,10,00,-25-,Bezymianny,Kamchatka,Historical,55.978,N,,160.587,E,2882,Stratovolcano,D1,S2
1000-261,10,00,-261,Ushkovsky,Kamchatka,Historical,56.070,N,,160.470,E,3943,Compound volcano,D3,M0
1000-26=,10,00,-26-,Kliuchevskoi,Kamchatka,Historical,56.057,N,,160.638,E,4835,Stratovolcano,D1,M1
1000-271,10,00,-271,Piip,Kamchatka-E of,Tephrochronology,55.42,N,,167.33,E,-300,Submarine volcano,D7,U0
1000-272,10,00,-272,Khangar,Kamchatka,Radiocarbon,54.75,N,,157.38,E,2000,Stratovolcano,D5,S0
1000-273,10,00,-273,Cherpuk_Group,Kamchatka,Radiocarbon,55.55,N,,157.47,E,1868,Pyroclastic cones,D7,S0
1000-27=,10,00,-27-,Shiveluch,Kamchatka,Historical,56.653,N,,161.360,E,3283,Stratovolcano,D1,S1
1000-28=,10,00,-28-,Ichinsky,Kamchatka,Historical,55.68,N,,157.73,E,3621,Stratovolcano,D4,M0
1000-29-,10,00,-29-,Maly_Payalpan,Kamchatka,Holocene?,55.82,N,,157.98,E,1802,Shield volcanoes,?,M0
1000-30-,10,00,-30-,Bolshoi_Payalpan,Kamchatka,Holocene?,55.88,N,,157.78,E,1906,Shield volcanoes,?,M0
1000-31-,10,00,-31-,Plosky,Kamchatka,Holocene?,55.20,N,,158.47,E,1236,Shield volcano,?,M0
1000-32-,10,00,-32-,Akhtang,Kamchatka,Holocene?,55.43,N,,158.65,E,1956,Shield volcano,?,M0
1000-33-,10,00,-33-,Kozyrevsky,Kamchatka,Holocene?,55.58,N,,158.38,E,2016,Shield volcano,?,M0
1000-34-,10,00,-34-,Romanovka,Kamchatka,Holocene?,55.65,N,,158.80,E,1442,Stratovolcano,?,M0
1000-35-,10,00,-35-,Uksichan,Kamchatka,Holocene?,56.08,N,,158.38,E,1692,Shield volcano,?,M0
1000-36-,10,00,-36-,Bolshoi_Kekuknaysky,Kamchatka,Radiocarbon,56.47,N,,157.80,E,1401,Shield volcanoes,D7,M0
1000-37-,10,00,-37-,Kulkev,Kamchatka,Holocene?,56.37,N,,158.37,E,915,Shield volcano,?,M0
1000-38-,10,00,-38-,Geodesistoy,Kamchatka,Holocene?,56.33,N,,158.67,E,1170,Shield volcano,?,M0
1000-39-,10,00,-39-,Anaun,Kamchatka,Holocene?,56.32,N,,158.83,E,1828,Stratovolcano,?,M0
1000-40-,10,00,-40-,Krainy,Kamchatka,Holocene?,56.37,N,,159.03,E,1554,Shield volcano,?,M0
1000-41-,10,00,-41-,Kekurny,Kamchatka,Holocene?,56.40,N,,158.85,E,1377,Shield volcanoes,?,M0
1000-42-,10,00,-42-,Eggella,Kamchatka,Holocene?,56.57,N,,158.52,E,1046,Shield volcano,?,M0
1000-43-,10,00,-43-,Unnamed,Kamchatka,Holocene?,56.82,N,,158.95,E,1185,Shield volcano,?,M0
1000-44-,10,00,-44-,Verkhovoy,Kamchatka,Holocene?,56.52,N,,159.53,E,1400,Shield volcano,?,M0
1000-45-,10,00,-45-,Alney_Chashakondzha,Kamchatka,Radiocarbon,56.70,N,,159.65,E,2598,Stratovolcano,D5,M0
1000-46-,10,00,-46-,Cherny,Kamchatka,Holocene?,56.82,N,,159.67,E,1778,Stratovolcano,?,M0
1000-47-,10,00,-47-,Pogranychny,Kamchatka,Holocene?,56.85,N,,159.80,E,1427,Shield volcanoes,?,M0
1000-48-,10,00,-48-,Zaozerny,Kamchatka,Holocene?,56.88,N,,159.95,E,1349,Shield volcanoes,?,M0
1000-49-,10,00,-49-,Bliznets,Kamchatka,Holocene?,56.97,N,,159.78,E,1244,Stratovolcano,?,M0
1000-50-,10,00,-50-,Kebeney,Kamchatka,Holocene?,57.10,N,,159.93,E,1527,Shield volcano,?,M0
1000-51-,10,00,-51-,Fedotych,Kamchatka,Holocene?,57.13,N,,160.40,E,965,Shield volcano,?,M0
1000-511,10,00,-511,Shisheika,Kamchatka,Radiocarbon,57.15,N,,161.08,E,379,Lava dome,D7,S0
